,Codigo Piloto,Aerolínea,Origen,Destino,Minutos de retraso,OnTime,Piloto
328,43571,1,FLL,TEG,40,,Arthur Maxwell
329,43571,5,FLL,MIA,50,,Arthur Maxwell
330,43571,2,SAP,SAP,60,,Arthur Maxwell
331,43571,10,TEG,HAJ,-20,,Arthur Maxwell
332,43571,1,MIA,FLL,-20,,Arthur Maxwell
333,43571,8,SAP,TEG,-20,,Arthur Maxwell
334,43571,3,SAP,MIA,0,,Arthur Maxwell
335,43571,3,SAP,FLL,10,,Arthur Maxwell
336,43571,9,HHN,MIA,20,,Arthur Maxwell
337,43571,3,TEG,SAP,20,,Arthur Maxwell
338,43571,1,HAJ,MIA,-60,,Arthur Maxwell
339,43571,10,SAP,MIA,80,,Arthur Maxwell
340,43571,9,MIA,TEG,10,,Arthur Maxwell
341,43571,8,FLL,FLL,-40,,Arthur Maxwell
342,43571,2,HAJ,HAJ,10,,Arthur Maxwell
343,43571,4,SAP,FLL,-50,,Arthur Maxwell
344,43571,5,FLL,SAP,0,,Arthur Maxwell
345,43571,8,SAP,MIA,0,,Arthur Maxwell
346,43571,9,HHN,TEG,10,,Arthur Maxwell
347,43572,1,SAP,MIA,0,,Carlos Miranda
348,43572,7,FLL,SAP,-10,,Carlos Miranda
349,43572,5,FLL,FLL,-40,,Carlos Miranda
350,43572,4,HHN,FLL,0,,Carlos Miranda
351,43572,2,HHN,SAP,-20,,Carlos Miranda
352,43572,6,TEG,HAJ,-20,,Carlos Miranda
353,43572,7,SAP,FLL,50,,Carlos Miranda
354,43572,7,SAP,HAJ,50,,Carlos Miranda
355,43572,3,HAJ,HHN,-30,,Carlos Miranda
356,43572,5,FLL,TEG,40,,Carlos Miranda
357,43572,6,MIA,HAJ,70,,Carlos Miranda
358,43572,6,SAP,FLL,-70,,Carlos Miranda
359,43572,8,MIA,SAP,-10,,Carlos Miranda
360,43572,10,SAP,FLL,-30,,Carlos Miranda
361,43572,9,HAJ,HAJ,80,,Carlos Miranda
362,43572,8,HHN,FLL,40,,Carlos Miranda
363,43572,10,HAJ,FLL,-50,,Carlos Miranda
364,43572,9,FLL,HAJ,0,,Carlos Miranda
365,43572,5,SAP,TEG,30,,Carlos Miranda
366,43572,1,HHN,HHN,60,,Carlos Miranda
367,43572,1,MIA,SAP,0,,Carlos Miranda
368,43572,6,TEG,SAP,20,,Carlos Miranda
369,43572,10,MIA,FLL,-30,,Carlos Miranda
370,43572,7,SAP,HAJ,-50,,Carlos Miranda
371,43573,5,MIA,FLL,0,,Denis Tercero
372,43573,1,TEG,MIA,-30,,Denis Tercero
373,43573,10,SAP,SAP,50,,Denis Tercero
374,43573,8,SAP,SAP,-30,,Denis Tercero
375,43573,5,SAP,MIA,-20,,Denis Tercero
376,43573,8,HAJ,MIA,0,,Denis Tercero
377,43573,1,MIA,SAP,-30,,Denis Tercero
378,43573,9,SAP,HHN,0,,Denis Tercero
379,43573,7,HHN,SAP,0,,Denis Tercero
380,43573,7,SAP,HAJ,50,,Denis Tercero
381,43573,7,FLL,HHN,0,,Denis Tercero
382,43573,10,HAJ,SAP,80,,Denis Tercero
383,43573,5,FLL,SAP,50,,Denis Tercero
384,43573,10,TEG,SAP,0,,Denis Tercero
385,43573,10,MIA,HHN,-40,,Denis Tercero
386,43573,8,SAP,TEG,0,,Denis Tercero
387,43573,3,HHN,SAP,-30,,Denis Tercero
388,43573,1,SAP,HHN,60,,Denis Tercero
389,43573,8,SAP,HAJ,-30,,Denis Tercero
390,43573,6,SAP,SAP,-50,,Denis Tercero
391,43573,7,FLL,MIA,50,,Denis Tercero
392,43573,6,HAJ,SAP,0,,Denis Tercero
393,43573,6,FLL,SAP,30,,Denis Tercero
394,43573,3,HAJ,HHN,0,,Denis Tercero
395,43574,5,MIA,FLL,-90,,David German
396,43574,8,FLL,MIA,-50,,David German
397,43574,7,SAP,SAP,-50,,David German
398,43574,1,SAP,TEG,10,,David German
399,43574,1,SAP,MIA,-30,,David German
400,43574,2,SAP,SAP,30,,David German
401,43574,1,HHN,SAP,30,,David German
402,43574,8,TEG,SAP,80,,David German
403,43574,3,HAJ,MIA,-40,,David German
404,43574,2,FLL,SAP,-60,,David German
405,43574,8,MIA,HAJ,0,,David German
406,43574,2,HHN,SAP,-30,,David German
407,43575,3,FLL,SAP,40,,Charles Moll
408,43575,3,TEG,FLL,0,,Charles Moll
409,43575,3,SAP,TEG,30,,Charles Moll
410,43575,7,MIA,HAJ,-60,,Charles Moll
411,43575,9,SAP,FLL,10,,Charles Moll
412,43575,4,MIA,MIA,20,,Charles Moll
413,43575,3,SAP,SAP,-10,,Charles Moll
414,43575,5,HAJ,HAJ,-40,,Charles Moll
415,43575,10,HHN,FLL,30,,Charles Moll
416,43575,4,SAP,TEG,-20,,Charles Moll
417,43575,10,FLL,MIA,-30,,Charles Moll
418,43575,4,SAP,MIA,0,,Charles Moll
419,43576,10,TEG,SAP,30,,Joe Hulson
420,43576,5,HAJ,TEG,10,,Joe Hulson
421,43576,10,SAP,HAJ,-10,,Joe Hulson
422,43576,9,FLL,HHN,20,,Joe Hulson
423,43576,5,HAJ,SAP,30,,Joe Hulson
424,43576,5,FLL,FLL,-40,,Joe Hulson
425,43576,8,TEG,HAJ,-20,,Joe Hulson
426,43576,7,MIA,HHN,-40,,Joe Hulson
427,43576,6,SAP,TEG,-50,,Joe Hulson
428,43576,1,SAP,HAJ,0,,Joe Hulson
429,43576,5,SAP,FLL,-40,,Joe Hulson
430,43576,9,MIA,FLL,-20,,Joe Hulson
431,43576,10,SAP,SAP,-30,,Joe Hulson
432,43576,4,TEG,HAJ,70,,Joe Hulson
433,43576,6,HHN,MIA,-40,,Joe Hulson
434,43576,5,HHN,SAP,-10,,Joe Hulson
435,43576,10,MIA,TEG,-70,,Joe Hulson
436,43576,5,HAJ,SAP,0,,Joe Hulson
437,43576,6,SAP,HHN,20,,Joe Hulson
438,43576,6,FLL,FLL,60,,Joe Hulson
439,43576,7,MIA,SAP,20,,Joe Hulson
440,43576,6,SAP,MIA,-40,,Joe Hulson
441,43576,9,SAP,HAJ,-20,,Joe Hulson
442,43576,10,SAP,SAP,0,,Joe Hulson
443,43576,1,TEG,HAJ,30,,Joe Hulson
444,43576,2,SAP,SAP,0,,Joe Hulson
445,43576,8,TEG,HAJ,20,,Joe Hulson
446,43576,1,MIA,FLL,10,,Joe Hulson
447,43576,10,HAJ,MIA,-10,,Joe Hulson
448,43576,2,SAP,SAP,0,,Joe Hulson
449,43576,1,HAJ,HHN,20,,Joe Hulson
450,43576,2,FLL,SAP,-20,,Joe Hulson
451,43576,5,MIA,FLL,-50,,Joe Hulson
452,43576,6,SAP,HAJ,-70,,Joe Hulson
453,43576,9,HHN,FLL,40,,Joe Hulson
454,43576,1,SAP,HAJ,-10,,Joe Hulson
455,43576,8,FLL,SAP,40,,Joe Hulson
456,43576,9,HAJ,MIA,0,,Joe Hulson
457,43576,10,SAP,SAP,0,,Joe Hulson
458,43576,2,MIA,HHN,0,,Joe Hulson
459,43576,7,SAP,MIA,-20,,Joe Hulson
460,43576,8,SAP,TEG,30,,Joe Hulson
461,43576,5,MIA,HHN,50,,Joe Hulson
462,43576,9,TEG,SAP,-10,,Joe Hulson
463,43576,1,HHN,MIA,40,,Joe Hulson
464,43576,9,SAP,FLL,-50,,Joe Hulson
465,43576,1,HHN,HAJ,-30,,Joe Hulson
466,43576,6,TEG,TEG,10,,Joe Hulson
467,43576,8,FLL,HHN,-30,,Joe Hulson
468,43576,5,SAP,SAP,0,,Joe Hulson
469,43576,1,HAJ,MIA,10,,Joe Hulson
470,43576,7,SAP,HHN,50,,Joe Hulson
471,43576,4,SAP,SAP,30,,Joe Hulson
472,43576,4,SAP,MIA,60,,Joe Hulson
473,43576,1,HAJ,SAP,0,,Joe Hulson
474,43576,2,HHN,SAP,0,,Joe Hulson
475,43576,9,FLL,SAP,10,,Joe Hulson
476,43576,6,SAP,TEG,-40,,Joe Hulson
477,43576,9,SAP,MIA,50,,Joe Hulson
478,43576,2,SAP,TEG,-10,,Joe Hulson
479,43576,4,SAP,TEG,60,,Joe Hulson
480,43576,4,SAP,HAJ,-20,,Joe Hulson
481,43576,7,MIA,HAJ,10,,Joe Hulson
482,43576,4,SAP,HAJ,20,,Joe Hulson
483,43576,7,FLL,MIA,-70,,Joe Hulson
484,43576,8,SAP,HHN,-10,,Joe Hulson
485,43576,4,SAP,FLL,40,,Joe Hulson
486,43576,8,HAJ,FLL,0,,Joe Hulson
487,43576,4,MIA,SAP,50,,Joe Hulson
488,43576,3,SAP,TEG,60,,Joe Hulson
489,43576,1,HHN,HHN,50,,Joe Hulson
490,43576,7,HAJ,SAP,40,,Joe Hulson
491,43576,5,MIA,SAP,-30,,Joe Hulson
492,43576,7,HHN,SAP,20,,Joe Hulson
493,43576,9,HAJ,HHN,-20,,Joe Hulson
494,43576,5,HAJ,MIA,-70,,Joe Hulson
495,43576,7,FLL,TEG,-60,,Joe Hulson
496,43576,5,TEG,FLL,40,,Joe Hulson
497,43576,4,FLL,HHN,20,,Joe Hulson
498,43576,2,MIA,SAP,30,,Joe Hulson
499,43576,10,HHN,MIA,70,,Joe Hulson
500,43576,8,MIA,SAP,-10,,Joe Hulson
501,43576,10,SAP,HHN,0,,Joe Hulson
502,43576,9,SAP,HAJ,-20,,Joe Hulson
503,43576,1,FLL,TEG,0,,Joe Hulson
504,43576,10,SAP,HHN,-60,,Joe Hulson
505,43576,7,HHN,SAP,-20,,Joe Hulson
506,43576,10,SAP,HAJ,10,,Joe Hulson
507,43576,4,SAP,SAP,-30,,Joe Hulson
508,43576,4,SAP,MIA,-20,,Joe Hulson
509,43576,10,MIA,MIA,10,,Joe Hulson
510,43576,10,SAP,TEG,20,,Joe Hulson
511,43576,6,MIA,HHN,-50,,Joe Hulson
512,43576,5,TEG,SAP,30,,Joe Hulson
513,43576,4,HHN,MIA,0,,Joe Hulson
514,43576,5,SAP,TEG,-10,,Joe Hulson
515,43576,8,SAP,TEG,-10,,Joe Hulson
516,43576,6,MIA,HHN,-60,,Joe Hulson
517,43576,6,MIA,HAJ,0,,Joe Hulson
518,43576,2,FLL,FLL,50,,Joe Hulson
519,43576,5,SAP,SAP,-60,,Joe Hulson
520,43576,2,HHN,SAP,10,,Joe Hulson
521,43576,2,HAJ,MIA,-10,,Joe Hulson
522,43576,9,SAP,TEG,-50,,Joe Hulson
523,43576,6,FLL,SAP,50,,Joe Hulson
